,충전소ID,충전기ID,기관아이디,상태갱신일시,최종충전시작,최종충전종료,충전중시작,실시간 상태(15분)
0,ME000096,01,,20220701183305,20220701181322,20220701183251,,2
1,ME000175,01,,20220701183236,20220701174144,20220701181702,20220701183105,3
2,ME000225,01,,20220701183451,20220701173821,20220701181725,,9
3,ME000291,01,,20220701183304,20220701175726,20220701181000,20220701183131,3
4,ME000361,01,,20220701183310,00000000000000,20220701085503,20220701170735,9
5,ME000387,01,,20220701183458,20220701182942,20220701183444,,2
6,ME174017,01,,20220701183333,20220701175014,20220701183332,,2
7,ME174020,01,,20220701183354,20220701172055,20220701180118,,2
8,ME174028,01,,20220701183351,20220701180705,20220701183351,,2
9,ME174030,01,,20220701183335,20220701174550,20220701182909,20220701183335,3
10,ME174033,01,,20220701183459,20220701165615,20220701172141,20220701183457,3
11,ME174041,01,,20220701183222,20220701182233,20220701183221,,2
12,ME174050,03,,20220701183316,20220701175144,20220701183242,,2
13,ME174051,01,,20220701183145,20220701170530,20220701174847,,2
14,ME174057,01,,20220701183216,20220701182501,20220701183215,,2
15,ME174068,01,,20220701183435,20220701160111,20220701161951,20220701183434,3
16,ME174075,01,,20220701183315,20220701174923,20220701183242,,2
17,ME174095,01,,20220701183226,20220701175953,20220701183225,,2
18,ME174114,01,,20220701183201,20220701181251,20220701183200,,2
19,ME174119,01,,20220701183428,20220701145225,20220701150534,,2
20,ME174121,01,,20220701183126,20220701165859,20220701174217,,2
21,ME174137,01,,20220701183113,20220701171239,20220701174633,20220701183112,3
22,ME174144,01,,20220701183102,20220701174148,20220701182318,20220701183101,3
23,ME174145,01,,20220701183426,20220701182749,20220701183355,,2
24,ME178009,01,,20220701183424,20220701180134,20220701183149,20220701183424,3
25,ME178019,02,,20220701183312,20220701174620,20220701180735,20220701183311,3
26,ME178020,01,,20220701183255,20220701180944,20220701183238,,2
27,ME178031,02,,20220701183334,20220701054135,20220701055726,,2
28,ME178035,01,,20800606031022,20210826144033,20210826152638,,5
29,ME178045,02,,20220701183133,20220701173236,20220701181843,20220701183132,3
30,ME178054,01,,20220701183222,20220701170807,20220701173111,,2
31,ME178057,01,,20220701183151,20220701154216,20220701155956,20220701183150,3
32,ME178058,01,,20220701183228,20220701174912,20220701183228,,2
33,ME178064,01,,20220701183254,20220701171302,20220701174728,,2
34,ME178066,01,,20220701183300,20220701180029,20220701183259,,2
35,ME178074,01,,20220701183155,20220701182401,20220701183154,,2
36,ME178077,01,,20220701183316,20220701174105,20220701182112,20220701183315,3
37,ME178080,02,,20220701183311,20220701175328,20220701182659,20220701183310,3
38,ME178101,01,,20220701183433,20220701163723,20220701172028,20220701183432,3
39,ME178109,01,,20220701183342,20220701164433,20220701171005,,2
